PlasmoDBID,GoTerm
PF07_0079,GO:0005840
PFL1625w,GO:0008270
PF11_0461,GO:0006913
PF11_0216,GO:0005737
PF14_0166,GO:0006430
PF14_0078,GO:0004190
PF10_0234,GO:0005737
PF11_0184,GO:0006298
PFL0630w,GO:0009055
PFC0490w,GO:0005789
PFD0980w,GO:0006364
PFL1170w,GO:0008143
PFB0100c,GO:0005737
MAL8P1.36,GO:0016020
MAL8P1.68,GO:0005869
MAL13P1.275,GO:0005634
NA,GO:0005739
NA,GO:0005840
PF14_0086,GO:0008033
PF14_0749,GO:0000036
NA,GO:0020033
NA,GO:0016020
PF11_0310,GO:0016020
PFI0720w,GO:0055085
MAL13P1.290,GO:0046982
PF11_0375,GO:0005048
PF13_0353,GO:0055114
PFL1315w,GO:0006813
PFF0840w,GO:0051539
PFB0380c,GO:0005737
PF10_0257,GO:0016020
PFD0675w,GO:0005622
PFB0755w,GO:0005524
PF13_0080,GO:0003964
PFL0310c,GO:0003743
PF10_0212a,GO:0033644
MAL13P1.201,GO:0008616
PF07_0070,GO:0005215
PFF0170w,GO:0005739
NA,GO:0006465
PFI0115c,GO:0004672
PFC0880c,GO:0005737
PF11_0392,GO:0005737
MAL8P1.19,GO:1902626
PF13_0232,GO:0005515
PFD1100c,GO:0020011
MAL7P1.164,GO:0008565
PFB1020w,GO:0016020
PF10_0002,GO:0020036
PF14_0477,GO:0043022
PFL0190w,GO:0006464
PFL1935c,GO:0007033
MAL8P1.32,GO:0015858
MAL8P1.95,GO:0016020
MAL13P1.264,GO:0005634
MAL7P1.202,GO:0008565
PF14_0612,GO:0005634
PF11_0445,GO:0005666
PF14_0479,GO:0005634
PFD1015c,GO:0004872
PF11_0425,GO:0017176
PF14_0150,GO:0003677
PF13_0083,GO:0005739
PF11_0471,GO:0005730
PFE0305w,GO:0006366
NA,GO:0006171
PFE0225w,GO:0003863
PF07_0027,GO:0003677
PFF0395c,GO:0032451
PF13_0233,GO:0016459
PF10_0346,GO:0030260
PF14_0072,GO:0042273
PFL1865w,GO:0005524
PFL1155w,GO:0006730
PF13_0045,GO:0003735
PF10_0216,GO:0055085
PF14_0603,GO:0003677
PF14_0585,GO:0022627
MAL7P1.92,GO:0046907
PF10_0238,GO:0016740
PFE1075c,GO:0005622
PFL1635w,GO:0016929
PF11_0188,GO:0005524
PF14_0527,GO:0006310
PF10_0369,GO:0006281
PF13_0154,GO:0016020
PFL1325c,GO:0005634
PFL0150w,GO:0042162
PFL0190w,GO:0005783
MAL8P1.21,GO:0031338
MAL8P1.219,GO:0020013
PFL0580w,GO:0005656
PFL0205w,GO:0003989
PFD0810w,GO:0007264
MAL7P1.176,GO:0030260
PF10_0299,GO:0005515
PF08_0017,GO:0005576
PF14_0758,GO:0030430
PF13_0080,GO:0000781
MAL13P1.247,GO:0005737
PFD0960c,GO:0006412
PFF1355w,GO:0008033
PFC0900w,GO:0006457
PF10_0260,GO:0020011
PFD0705c,GO:0005634
PFL0490c,GO:0006461
PFL2485c,GO:0005737
PFL0180w,GO:0005743
PF10_0041,GO:0000398
PF11_0479a,GO:0016020
PFF0005c,GO:0004872
PFB0635w,GO:0030430
PFL2200w,GO:0016020
PF10_0322,GO:0009445
PFB0500c,GO:0060627
PF10_0320,GO:0005515
PF10_0320a,GO:0005515
PFF1345w,GO:0006606
PF07_0098,GO:0005869
PFA0140c,GO:0016021
PFE0435c,GO:0003697
PFF0940c,GO:0005783
PFI1200w,GO:0005634
PF13_0118,GO:0016021
PFC0560c,GO:0005737
PFD0040c,GO:0020013
PFC0035w,GO:0020033
PFC0430w,GO:0006412
PF13_0213,GO:0006412
PFC0486c,GO:0016740
PFL0360c,GO:0005737
MAL7P1.144,GO:0006468
MAL13P1.177,GO:0006260
PFC0725c,GO:0016020
PF14_0111,GO:0006950
PFC0545c,GO:0006351
PF14_0769,GO:0020003
PF13_0287,GO:0006167
MAL13P1.22,GO:0005657
PFL0560c,GO:0005656
PFI1675w,GO:0006412
PFB0720c,GO:0016887
PFA0760w,GO:0020003
PFC0925w,GO:0020011
PFA0050c,GO:0020013
PF08_0008,GO:0031244
PF14_0615,GO:0020020
PF11_0319,GO:0016020
PF10_0281,GO:0030260
MAL13P1.122,GO:0010452
PF10_0039,GO:0070258
PF14_0770,GO:0020033
PF14_0580,GO:0005634
PFL0115w,GO:0003777
PF14_0706,GO:0044613
PF11_0377-a,GO:0005515
PFD0235c,GO:0005634
PF10_0295,GO:0016020
MAL13P1.320,GO:0005635
PF10_0049,GO:0016020
PFI0180w,GO:0005200
PFA0515w,GO:0016308
PF11_0048,GO:0005737
PFE1415w,GO:0030260
PF11_0515,GO:0020033
MAL8P1.121,GO:0005198
PF14_0266,GO:0030151
PF10_0362,GO:0003677
PF11_0183,GO:0005525
PF14_0704,GO:0005634
PF14_0524,GO:0006470
PFD0530c,GO:0020011
PF14_0345b,GO:0005525
PF14_0331,GO:0005743
PFD0330w,GO:0003774
PF13_0048,GO:0016787
MAL8P1.24,GO:0005737
PF07_0073,GO:0005524
PF14_0453,GO:0046872
PFE0750c,GO:0046872
PF08_0018,GO:0003924
PF13_0201,GO:0020009
PF13_0159,GO:0004515
PFI0030c,GO:0020036
MAL7P1.76,GO:0005737
MAL8P1.150,GO:0004383
PF14_0597,GO:0009055
PFI1310w,GO:0005737
PFB0205c,GO:0004527
PF10_0361,GO:0016459
NA,GO:0016020
PF13_0211,GO:0004683
PF14_0278,GO:0003676
PF13_0229,GO:0005829
PFF0510w,GO:0051276
PFB1055c,GO:0016021
PF08_0068,GO:0071949
PFC0125w,GO:0055085
PFL2070w,GO:0006886
PFF0180w,GO:0000287
PFI1105w,GO:0004618
PF07_0046,GO:0005739
NA,GO:0016021
PF14_0346,GO:0006468
MAL8P1.108,GO:0006470
PF10_0037,GO:0003774
PFF1045w,GO:0005524
PF08_0096,GO:0003724
PF11_0261,GO:0006810
PFA0430c,GO:0005634
PF10_0230,GO:0005737
PFA0255c,GO:0005524
PF14_0455,GO:0016021
PF14_0218,GO:0006355
PF14_0378,GO:0004807
MAL7P1.99,GO:0016020
PFF1285w,GO:0016459
PF10_0116,GO:0020011
PFB0040c,GO:0020002
PF10_0298,GO:0005838
PF14_0696,GO:0005524
PF14_0360,GO:0003735
PFL0460w,GO:0005681
PF11_0314,GO:0005737
PF14_0102,GO:0005515
PFA0660w,GO:0009408
PF14_0503,GO:0005737
MAL13P1.186,GO:0020011
PF10_0290,GO:0005634
PFL1285c,GO:0003677
PFI0285w,GO:0008270
MAL7P1.73,GO:0006468
PFL0300c,GO:0043657
PFL1910c,GO:0005737
MAL7P1.66,GO:0003735
MAL7P1.320,GO:0022625
PFE1030c,GO:0016301
PF14_0648,GO:0003774
PF14_0468,GO:0007049
PFC0125w,GO:0020011
NA,GO:0006412
PFD1000c,GO:0004872
MAL13P1.69,GO:0005737
PFL1435c,GO:0030048
PF11_0177,GO:0000338
PFL1790w,GO:0010564
PF11_0311,GO:0004610
PF10_0373,GO:0043087
PFE0640w,GO:0003824
PF10_0220,GO:0017128
PFD0265w,GO:0000375
MAL13P1.292,GO:0009231
NA,GO:0005509
MAL7P1.216,GO:0020003
PF13_0359,GO:0005743
MAL7P1.218,GO:0020036
PF14_0186,GO:0016020
PFC0290w,GO:0005840
PF11_0463,GO:0030126
PFB0530c,GO:0009982
MAL13P1.164,GO:0005525
PFL0110c,GO:0006810
PF13_0305,GO:0005853
PFL2485c,GO:0006436
PFL1310c,GO:0005524
PF11_0372,GO:0020011
PF11_0344,GO:0009405
MAL8P1.29,GO:0016020
PFC0690c,GO:0016874
PFA0020w,GO:0020033
PF14_0361,GO:0035556
PF14_0276,GO:0003735
PFI0735c,GO:0055114
PFC0130c,GO:0003723
PFC0886w,GO:0005737
PF11_0139,GO:0020009
PF11_0269,GO:0000166
MAL7P1.31,GO:0020011
PF07_0005,GO:0016787
PFB0010w,GO:0016021
PFL0620c,GO:0043136
MAL13P1.13,GO:0003677
PFI1590c,GO:0005737
PFF0775w,GO:0005524
PFL0840c,GO:0016020
PFD0680c,GO:0004221
PFL1225c,GO:0016020
PFI1216w,GO:0003677
NA,GO:0006621
PF14_0041,GO:0005840
PF10_0356,GO:0016020
PF10_0033,GO:0005737
PF11_0307,GO:0016773
PF14_0064,GO:0042147
PFE0465c,GO:0003899
PF14_0667,GO:0003779
PF11_0168,GO:1990225
MAL13P1.332,GO:0005737
PF14_0015,GO:0016020
PF11_0162,GO:0006508
PF13_0023,GO:0006366
PFI0155c,GO:0060627
PFC0555c,GO:0003677
PF14_0541,GO:0009678
PFD0540c,GO:0003774
PF14_0404,GO:0016020
NA,GO:0004129
MAL13P1.44,GO:0006468
PF10_0348,GO:0016021
PF11_0292,GO:0005737
PF13_0205,GO:0006436
PF11_0338,GO:0048471
PF10_0254,GO:0005516
PFL0730w,GO:0003779
PFA0370w,GO:0005525
PF13_0031,GO:0016740
PFB0580w,GO:0015297
PFL0355c,GO:0005634
PF10_0002,GO:0020035
PF14_0502,GO:0003729
PFF0535c,GO:0005622
PF11_0464,GO:0016020
PFL0595c,GO:0004602
PF11_0053,GO:0006355
PF13_0302,GO:0008601
PFI0270w,GO:0046872
PF13_0182,GO:0030433
PF11_0114,GO:0005524
PFI1515w,GO:0045454
PFC0035w,GO:0020013
PF14_0751,GO:0016020
MAL13P1.180,GO:0006413
PF14_0473,GO:0000166
PFE0920c,GO:0019901
PF11_0306,GO:0000701
PF11_0055,GO:0003756
PF10_0245,GO:1901137
PF10_0160,GO:0006468
PF10_0345,GO:0020037
PF07_0050,GO:0004872
MAL13P1.29,GO:0005634
PF11_0163,GO:0006355
PFB0467w,GO:0003735
PFB0360c,GO:0006508
PF14_0027,GO:0006412
PF14_0164,GO:0004354
PF13_0014,GO:0005622
PF07_0050,GO:0009405
PF14_0681,GO:0019932
PF13_0338,GO:0046658
PF14_0096,GO:0043186
PFL0635c,GO:0005515
PFL0050c,GO:0005737
PF14_0598,GO:0050661
PFE1605w,GO:0005515
PFC0835c,GO:0016021
PF14_0609,GO:0005737
PF14_0576,GO:0043130
PF10_0190,GO:0006817
PF14_0598,GO:0004365
PFE0120c,GO:0020020
PF11_0279,GO:0003723
PF11_0116,GO:0008757
MAL7P1.204,GO:0005525
MAL13P1.230,GO:0005869
PF13_0124,GO:0016020
PF10_0212a,GO:0020036
MAL8P1.26,GO:0003676
PFL0785c,GO:0008312
NA,GO:0005666
PF08_0110,GO:0006886
PFF0095c,GO:0006412
PF13_0189,GO:0017111
PFL0575w,GO:0008270
PF11_0302,GO:0097619
PFD0720w,GO:0005634
PFC0890w,GO:0031338
PF10_0264,GO:0006412
PF07_0037,GO:0031910
MAL13P1.206,GO:0016020
PFE0825w,GO:0005215
PF11_0298,GO:0042765
PFI1065c,GO:0020011
PFB0930w,GO:0016787
PFB0420w,GO:0016020
PF14_0610,GO:0046872
MAL13P1.139,GO:0000266
NA,GO:0005046
PFL2220w,GO:0005886
PF11_0478,GO:0008017
PFL0785c,GO:0005786
PFB0445c,GO:0005524
PF11_0065,GO:0015935
PFD0060w,GO:0020002
NA,GO:0006457
PFD0645w,GO:0020013
NA,GO:0005525
MAL13P1.191,GO:0006281
MAL13P1.176,GO:0020008
PFL0185c,GO:0042393
PF14_0605,GO:0016538
PFL2625w,GO:0020036
PFL1300c,GO:0005737
PF14_0178,GO:0010564
MAL7P1.125,GO:0005622
NA,GO:0005737
PF11_0157,GO:0004367
PF14_0156,GO:0000179
PFA0020w,GO:0020035
PF14_0761,GO:0030430
PFL0610w,GO:0005874
PFD0800c,GO:0030528
PFE1135w,GO:0020011
NA,GO:0006412
PF11_0305,GO:0042254
PF08_0086,GO:0006457
PF08_0100,GO:0043141
PFF0285c,GO:0000723
PF14_0005,GO:0016020
PFB0055c,GO:0020002
PFB0880w,GO:0008610
PFD0405c,GO:0008270
PF14_0485,GO:0005622
MAL7P1.15,GO:0005198
MAL13P1.55,GO:0009055
MAL13P1.148,GO:0005524
PFF0100w,GO:0005524
PFI1830c,GO:0050839
NA,GO:0020036
PFA0550w,GO:0005509
PF14_0478,GO:0016491
PF14_0166,GO:0005737
PF13_0156,GO:0004175
PFL0270c,GO:0005737
PFI0880c,GO:0016787
PF14_0419,GO:0003779
MAL13P1.274,GO:0004722
PFC0530w,GO:0016021
PF11_0091,GO:0003700
PFD1145c,GO:0005923
PF11_0361-a,GO:0016021
PF10_0168-a,GO:0046983
PF10_0168-b,GO:0046983
PFD0311w,GO:0009438
NA,GO:0020037
PF13_0316,GO:0003735
MAL8P1.61,GO:0005634
MAL13P1.209,GO:0005840
PF10_0381,GO:0016020
PF10_0382,GO:0016020
PF11_0043,GO:0006412
PF08_0067,GO:0016887
PF11_0436,GO:0006783
PFL0020w,GO:0016021
PF08_0087,GO:0019904
NA,GO:0000312
PF13_0169,GO:0005576
MAL8P1.76,GO:0005634
PFC0261c,GO:0005886
PF10_0128,GO:0032040
PFF0115c,GO:0005525
PF14_0078,GO:0016020
PF14_0051,GO:0045910
PFL0315c,GO:0005737
NA,GO:0006268
PF11_0200,GO:0000398
PFI1695c,GO:0017069
PFL1960w,GO:0050839
PF11_0455a,GO:0003735
PFL1170w,GO:0003729
PF11_0096,GO:0005515
PFA0145c,GO:0042803
PFL2640c,GO:0020003
PFE0605c,GO:0006979
PFC0126c,GO:0005739
PFE1025c,GO:0016020
PF14_0467,GO:0044310
PFL0100c,GO:0004004
PFB0595w,GO:0009408
PFF1115w,GO:0055114
PFD0110w,GO:0046789
PFL1880w,GO:0006631
MAL7P1.56,GO:0020013
PFI0575c,GO:0005576
PF11_0311,GO:0000287
MAL7P1.137,GO:0007010
MAL8P1.128,GO:0004175
PFD0020c,GO:0016337
PF08_0140,GO:0020013
PFL2615w,GO:0020036
PFD0295c,GO:0005488
PFI0485c,GO:0018024
PF11_0059,GO:0055085
PF11_0398,GO:0003779
MAL8P1.300,GO:0006744
PFI1205c,GO:0005576
PF14_0046,GO:0005739
PF11_0255,GO:0005845
PF10_0070,GO:0016021
PF07_0039,GO:0000166
PFL1285c,GO:0043626
PF11_0130,GO:0003676
PFD0535w,GO:0006355
PFA0700c,GO:0016020
PFL1955w,GO:0020035
PFL1665c,GO:0005737
PFI0055c,GO:0020035
PF14_0138,GO:0008541
PFD0020c,GO:0004872
PF14_0104,GO:0006413
MAL8P1.205,GO:0005201
PFF0390w,GO:0005737
PF07_0132,GO:0020003
PF07_0077,GO:0005634
NA,GO:0004852
PF10_0199,GO:0016020
PF08_0119,GO:0005737
PFE0935c,GO:0006417
PF14_0276,GO:0005739
PFB0845w,GO:0000166
PF14_0455,GO:0042626
PFC1020c,GO:0003735
PFL2015w,GO:0016020
PF11_0284,GO:0008176
PF14_0066,GO:0005737
PFC0845c,GO:0004842
PF13_0331,GO:0000139
PF11_0458,GO:0005674
PF11_0344,GO:0020009
PF13_0210,GO:0016020
PF07_0115,GO:0000166
PFE0170c,GO:0006468
PFI1315c,GO:0005102
PF10_0262,GO:0005576
PF07_0067,GO:0005730
PF11_0010,GO:0020035
MAL13P1.520,GO:0020013
PF07_0036,GO:0005739
PF08_0077,GO:0006004
PF14_0145,GO:0004221
PFI0155c,GO:0005515
PFC0060c,GO:0005524
PF11_0484,GO:0016020
PFI1155w,GO:0016538
PFD0555c,GO:0016879
PFF1240w,GO:0003723
PFL2055w,GO:0006412
PF14_0156,GO:0030688
PFL1230w,GO:0006364
PF08_0131,GO:0051920
PF11_0298,GO:0016020
PFF0230c,GO:0009438
PFE0185c,GO:0022625
PF08_0065,GO:0042254
PFE0320w,GO:0016459
PFL1680w,GO:0005634
PF11_0480,GO:0003924
PF11_0346,GO:0005737
PF13_0344,GO:0010564
PFL0040c,GO:0004672
PFA0300c,GO:0005753
PF11_0089,GO:0005737
PF10_0068,GO:0003676
PF08_0142,GO:0016337
PF11_0371,GO:0016459
PFL2580w,GO:0016020
PF11_0448,GO:0005737
PFF1195c,GO:0005737
PF14_0383,GO:0005737
PF14_0300,GO:0016192
PF13_0172,GO:0006281
PFL1685w,GO:0005737
MAL13P1.336,GO:0003924
PFC0010c,GO:0020013
PFE1130w,GO:0016021
PFC0060c,GO:0006468
PFE1075c,GO:0006364
PFD1050w,GO:0007018
PFF1155w,GO:0005524
PFD1195c,GO:0005737
MAL7P1.91,GO:0004674
PF10_0100,GO:0016021
PFI1250w,GO:0005739
PF13_0101,GO:0005576
NA,GO:0016021
PF13_0024,GO:0005770
PF14_0712,GO:0005634
PFL1735c,GO:0000974
PFB0980w,GO:0020036
PF08_0129,GO:0005955
PFD0360w,GO:0006351
PFD0005w,GO:0020030
PF10_0303,GO:0005886
PFA0225w,GO:0019288
PF11_0139,GO:0009986
MAL8P1.105,GO:0016021
PFL1510c,GO:0006350
PFI1640c,GO:0006310
PFD0320c,GO:0005524
PF14_0732,GO:0005622
PF13_0209,GO:0004673
PF10_0369,GO:0020011
PFL2345c,GO:0005524
PF10_0197,GO:0006364
PF10_0120,GO:0005739
PF08_0105,GO:0020036
PFD0180c,GO:0006396
PFL1730c,GO:0008270
PFF0700c,GO:0022625
PF13_0188,GO:0005622
PF07_0072,GO:0005509
PF14_0358,GO:0020002
PF11_0374,GO:0005509
PFC0030c,GO:0016020
PF11_0108,GO:0000398
PF07_0072,GO:0004723
PFE0830c,GO:0005829
PFC0960c,GO:0005737
PF11_0483a,GO:0022900
PF14_0578,GO:0071944
PF08_0092,GO:0006479
PFE0625w,GO:0007264
MAL13P1.322,GO:0003676
PFF1590w,GO:0020036
PF14_0232,GO:0005739
PF14_0349,GO:0008270
PFA0005w,GO:0050839
PFF0665c,GO:0006904
PFA0480w,GO:0004826
PF14_0123,GO:0005524
PF14_0264,GO:0006468
PFI0625c,GO:0003677
PF07_0029,GO:0051082
PFE0115c,GO:0020011
PFL0230w,GO:0008270
PF08_0066,GO:0020011
PF11_0326,GO:0019835
PFD0950w,GO:0006260
PFB0010w,GO:0004872
PF10_0126,GO:0005773
PFA0180w,GO:0003676
PFD0240c,GO:0020004
PF14_0641,GO:0020011
PFC0155c,GO:0005634
PF14_0566,GO:0005739
PFI1735c,GO:0005515
PF13_0003,GO:0016337
PFF0650w,GO:0003735
PF13_0326,GO:0030036
PF11_0451,GO:0016020
PFA0330w,GO:0042254
PFF0655c,GO:0006886
PFB0060w,GO:0020033
PF14_0006,GO:0020036
MAL8P1.19,GO:0020011
PF14_0314,GO:0006338
PF13_0218,GO:0005524
PFL1955w,GO:0016337
PF11_0374,GO:0035194
PF14_0573,GO:0006464
PFE0100w,GO:0016020
PF14_0392,GO:0006468
PF11_0127,GO:0005524
PF14_0221,GO:0005730
PFF0160c,GO:0005737
PFA0660w,GO:0044164
PF11_0090,GO:0051726
PF13_0314,GO:0005634
PF13_0134,GO:0005524
PFL1680w,GO:0000375
PFL1215c,GO:0003677
PFF0765c,GO:0015031
PF14_0507,GO:0005815
PF10_0141,GO:0006468
PFI1140w,GO:0010181
PFF0890c,GO:0016021
NA,GO:0016020
PFI0240c,GO:0008152
PF13_0096,GO:0016579
PFI0375w,GO:0020011
PF14_0630,GO:0005737
PFA0430c,GO:0016020
MAL13P1.338,GO:0006396
PF11_0066,GO:0005509
PF10_0412,GO:0005694
PFI1210w,GO:0000166
MAL13P1.195,GO:0009986
PF14_0815,GO:0046872
PFD0615c,GO:0020013
PFA0500w,GO:0005739
PFL1010c,GO:0042800
PF10_0368,GO:0005783
PFF0275c,GO:0006183
PF14_0641,GO:0019288
PFL2605w,GO:0016020
PFI1195c,GO:0005829
PF10_0076,GO:0005737
PFL0375w,GO:0005634
MAL13P1.287,GO:0005886
PF10_0328,GO:0005634
PF10_0038,GO:0022627
PFF0095c,GO:0005622
PF10_0045,GO:0005737
PF14_0048,GO:0016020
PFE0355c,GO:0020011
PF07_0112,GO:0006511
PFL2585c,GO:0020002
PFE1455w,GO:0016021
MAL8P1.150,GO:0007242
MAL8P1.218,GO:0020013
PFL0890c,GO:0015717
PFL2250c,GO:0043274
PFE0900w,GO:0005737
PF11_0294,GO:0003872
PF11_0066,GO:0005813
PFF0450c,GO:0055085
PF14_0318,GO:0008380
PF08_0006,GO:0016020
MAL13P1.169,GO:0005801
PF11_0033,GO:0005886
PF13_0121,GO:0045252
PF14_0662,GO:0005337
PF14_0615,GO:0046933
PF14_0029,GO:0016020
PFL0430w,GO:0008565
MAL7P1.340,GO:0046933
PF13_0078,GO:0016787
PFI0350c,GO:0051082
PFI0325c,GO:0003723
PF14_0237,GO:0006810
PF14_0244,GO:0006869
PFC0560c,GO:0008270
PFC0935c,GO:0016021
PF14_0683,GO:0007090
PFE1120w,GO:0015031
PFD0485w,GO:0005634
PFD0795w,GO:0016573
MAL13P1.15,GO:0016787
PF11_0167,GO:0016409
PFC0765c,GO:0005634
NA,GO:0020002
PF14_0557,GO:0008696
PF10_0266,GO:0006364
PFF1120c,GO:0016020
PFD0980w,GO:0008897
MAL8P1.72,GO:0005694
PFL2240w,GO:0005737
PFL0785c,GO:0005515
MAL8P1.213,GO:0016021
PFL1020w,GO:0042626
PF13_0157,GO:0004749
PFF1375c,GO:0006629
PF13_0161,GO:0003779
PF14_0009,GO:0016021
PF13_0253,GO:0004306
MAL7P1.17,GO:0003743
PF11_0432,GO:0016020
PF14_0552,GO:0006350
PF10_0071,GO:0005096
PFB0895c,GO:0005663
PFI1565w,GO:0005515
PF11_0119,GO:0005484
PFB0735c,GO:0003676
PF11_0168,GO:0005515
PFE0310c,GO:0016740
PFF0010w,GO:0016337
PFD1245c,GO:0020033
PFD0020c,GO:0020013
PF14_0021,GO:0004309
PF14_0022,GO:0004309
PFI0845w,GO:0016020
PF11_0072,GO:0005622
MAL13P1.183,GO:0004129
MAL7P1.125,GO:0006355
PF10_0406,GO:0016337
MAL7P1.7,GO:0016020
PF14_0567,GO:0002474
PFC0215c,GO:0005737
PFL2440w,GO:0008270
PF11_0461,GO:0006891
PF10_0210,GO:0006098
PFL0690c,GO:0005739
PF07_0042,GO:0005737
PFB0265c,GO:0000014
PFL0005w,GO:0020033
PF14_0458,GO:0005634
PF11_0105,GO:0005730
PFC0140c,GO:0020020
PF14_0537,GO:0006426
PF13_0258,GO:0006468
PFL1140w,GO:0015093
PF14_0082,GO:0003774
PFE0830c,GO:0006412
PF10_0006,GO:0020033
PFA0295c,GO:0005576
PF07_0046,GO:0006412
MAL7P1.208,GO:0005794
PFC0610c,GO:0008270
PF08_0014,GO:0000311
PFB1010w,GO:0020013
MAL13P1.295,GO:0005737
PF11_0160,GO:0051567
PFA0015c,GO:0016021
PFC0190c,GO:0005829
PF10_0044,GO:0005524
PF11_0469,GO:0003702
PFI0295c,GO:0005634
MAL13P1.196,GO:0020011
PFE0630c,GO:0046983
PFL2665c,GO:0016021
MAL7P1.5,GO:0016021
PFE1510c,GO:0020011
PFL1815c,GO:0020011
PFA0310c,GO:0005388
PF14_0311,GO:0005200
PF14_0238,GO:0016020
PFB0725c,GO:0018345
PF14_0661,GO:0003723
PF13_0210,GO:0016021
PFA0380w,GO:0006468
PF14_0256,GO:0006364
PFL1315w,GO:0005249
PFF0840w,GO:0009055
PFD0075w,GO:0020011
PF08_0100,GO:0005524
PF13_0172,GO:0008270
PF14_0403,GO:0004663
PF14_0308,GO:0003677
PF10_0040,GO:0000287
MAL7P1.158,GO:0005634
PF14_0715,GO:0005634
PFL1050w,GO:0051301
PF11_0393,GO:0005737
PFL1425w,GO:0051082
PFB0025c,GO:0016020
MAL7P1.56,GO:0020033
PFD0020c,GO:0020030
PFD0975w,GO:0004674
MAL7P1.104,GO:0008312
PFD0755c,GO:0005759
PF11_0177,GO:0006511
PFA0540c,GO:0008152
PF14_0198,GO:0020011
PFL2030w,GO:0008479
PF11_0356,GO:0016021
PFC0260w,GO:0006139
PF14_0243a,GO:0003777
PF08_0069,GO:0006607
PF11_0193,GO:0016459
PFD1090c,GO:0015031
PFL2425w,GO:0008565
PFL1920c,GO:0009228
PFF1320c,GO:0005509
MAL13P1.22,GO:0000287
PFL2225w,GO:0005509
PFE0050w,GO:0020036
PFC0235w,GO:0000042
PF11_0438,GO:0006412
PF11_0192,GO:0043981
PF13_0201,GO:0044409
PFL1175w,GO:0005634
NA,GO:0006744
PF13_0247,GO:0046658
PFC1060c,GO:0046540
PFD0995c,GO:0016021
PFC0640w,GO:0020009
NA,GO:0006506
PFA0340w,GO:0035690
PF14_0716,GO:0019773
PF10_0075,GO:0006355
PFE1315w,GO:0006810
PFE0925c,GO:0003676
MAL13P1.283,GO:0005524
NA,GO:0006351
PF14_0615,GO:0042777
PFF0835w,GO:0003779
PFL1240c,GO:0043550
MAL13P1.249,GO:0016020
PFF1435w,GO:0000166
PF08_0075,GO:0003735
MAL13P1.262,GO:0006400
PF08_0071,GO:0006979
NA,GO:0015934
MAL13P1.130,GO:0042643
PF11_0269,GO:0005737
PFE1050w,GO:0006730
PFL2645c,GO:0020013
PF13_0191,GO:0043657
PFF1545w,GO:0016020
PF11_0118,GO:0020011
PFL1920c,GO:0004417
PFF0015c,GO:0020013
NA,GO:0016021
PFE0955w,GO:0005737
PF14_0002,GO:0020013
PFL2175w,GO:0045116
MAL13P1.15,GO:0016021
PF11_0060,GO:0005524
PF14_0647,GO:0005097
PF13_0004,GO:0020035
PF08_0141,GO:0020002
PFF0730c,GO:0020011
PF14_0093,GO:0005737
PF08_0104,GO:0020035
NA,GO:0016020
PF14_0025,GO:0006511
PF10_0001,GO:0046789
PFE0445c,GO:0005783
PF13_0144,GO:0006096
PF13_0132,GO:0005840
PF13_0016,GO:0003676
PFI0475w,GO:0030529
PFD0430c,GO:0009986
PF10_0057,GO:0005524
PF08_0011,GO:0002161
PF14_0517,GO:0020020
PFI0220w,GO:0006457
NA,GO:0016020
PF14_0759,GO:0016020
PF11_0445,GO:0042797
PFE1190c,GO:0016020
PFE0335w,GO:0000122
PF14_0401,GO:0006418
PFB0730w,GO:0005524
PFD1175w,GO:0005524
PF14_0454,GO:0005737
PFD0430c,GO:0022829
PFB0795w,GO:0015986
PF14_0643,GO:0005737
PFE0340c,GO:0006508
MAL7P1.158,GO:0006614
PFE1545c,GO:0030036
PF13_0350,GO:0005047
PF11_0097,GO:0005739
PFB0930w,GO:0020011
PFI0975c,GO:0005516
PFC0470w,GO:0020011
PF14_0097,GO:0016772
PFL2275c,GO:0005737
PFL1370w,GO:0006468
PFE0815w,GO:0003723
PFC0860w,GO:0016740
PFL2185w,GO:0005737
PFL1385c,GO:0020003
PF11_0487,GO:0016324
PFF1025c,GO:0008615
PFF0750w,GO:0004693
PFB0065w,GO:0020036
PF14_0477,GO:0005634
PFL0785c,GO:0006617
PF13_0185,GO:0034399
PFD1050w,GO:0005874
PFL1765c,GO:0003855
PF11_0193,GO:0005515
PFB0755w,GO:0004674
PF13_0162,GO:0005634
PF10_0132,GO:0004435
PFF0275c,GO:0006165
PFC0385c,GO:0007049
PF14_0053,GO:0055114
MAL8P1.78,GO:0009408
PFB0640c,GO:0030127
MAL13P1.197,GO:0005737
PF14_0412,GO:0005829
NA,GO:0005524
PFI0005w,GO:0016337
PFA0125c,GO:0033691
PF14_0709,GO:0005840
PFD0060w,GO:0020013
PFI1690c,GO:0016020
PF08_0125,GO:0005200
PFE1090w,GO:0005524
PF14_0113,GO:0005634
PF13_0349,GO:0006241
PFD0993c,GO:0008138
PFB0905c,GO:0005737
MAL13P1.117,GO:0018345
PFL0445w,GO:0004721
PF07_0091,GO:0005684
MAL7P1.102,GO:0016020
PFD1105w,GO:0045177
PFA0040w,GO:0020003
PF11_0407,GO:0016491
MAL13P1.500,GO:0020002
PFE0440w,GO:0003779
PFB0150c,GO:0004674
PFI0535w,GO:0006506
PF11_0126,GO:0006810
PF14_0184,GO:0005737
PF08_0120,GO:0005096
PF14_0630,GO:0006470
PF10_0237,GO:0004519
