PlasmoDBID	5-Fluorouracil	Proguanil	MMS	Artemisinin	Doxycycline	Atovaquone	Chloroquine	Chloramphenicol	Tafenoquine	Methotrexate	Geldanamycin	Rapamycin	E-64	Nelfinavir	Epoxomicin	Cerulenin	PPMP	z-Val-Asp	Fosmidomycin	Apicidin	JQ1	Dideoxyadenosine	Curcumin	Olomucine	Fenofibrate	SJ140722	SJ119930	SJ194935	SJ292024	SJ77572	Vincristine
PFD0955w	0.915828109	0.805871565	0.910207709	0.867149742	0.968359987	0.955047314	0.844957342	1.50479202	0.87425349	0.79048341	1.014076614	0.908802432	0.99030376	1.038958294	1.030689069	1.265474199	1.021328884	1.002556004	0.93057482	0.996135912	0.943914916	0.94221659	1.43595408	0.970563435	1.100510449	1.042110477	0.878171819	0.992785055	1.13718564	0.918083801	1.054027626
PF14_0712	0.931647388	1.047017747	1.003692083	0.962727758	1.036254524	0.951631017	0.918670456	1.186846132	0.992036056	0.908531688	1.00485176	0.842363177	0.820636109	0.925110257	1.335637178	1.167082124	0.964914435	1.042678	0.995617391	1.057251777	0.966954668	0.847325494	1.54375575	0.984319437	0.799685732	1.002591736	1.013848438	0.956819542	0.99945861	0.913563247	0.927473328
PF14_0260	1.011862752	0.986646698	0.826175913	0.943561314	1.113107191	1.049392329	1.019867354	0.994159971	1.024194019	0.966151873	0.996854271	1.013122478	1.111715921	0.965047236	0.965696515	1.111433887	0.931449219	0.975758615	0.935520749	1.012392701	0.984929419	1.042819942	0.980740069	0.983494134	1.082759581	1.033863977	0.925255477	0.97243158	1.104190573	0.935787512	1.05048864
PF11_0125	0.935908561	1.035337043	1.157363177	1.05858199	1.009954172	1.201646497	1.264377864	0.655185051	1.031024282	0.925264796	0.985530416	0.790596286	1.14371384	0.931761072	1.150109227	1.044361232	0.764337636	0.773389639	0.805845203	1.049926993	0.953719862	0.73810438	1.612104311	0.95255565	1.010396489	0.892246232	1.271359954	1.112798695	0.881326838	1.026673988	0.884949077
PF13_0276	1.051843274	0.986425019	0.96323815	1.019373984	0.881653689	1.070089781	1.102104393	0.917617116	1.049725908	1.069521334	1.007349084	0.96005766	1.18791387	1.001088674	0.954485583	1.000823524	0.961678395	0.96279716	0.981178467	1.012642545	0.964319772	1.125424749	0.753806583	1.123138409	1.002056019	0.998261242	0.859230301	0.939820206	1.108263287	0.812492677	1.221703725
PFD0311w	0.974725651	1.002025917	1.268183788	1.123949655	0.995298363	1.024597338	0.964217377	0.904875137	1.020109882	1.003848455	1.111783715	1.300058996	1.262018605	1.013303513	0.980225172	0.707036872	0.803922931	0.716381064	0.76318747	0.912600451	1.034548143	0.954711489	0.907578539	0.919166778	1.122504195	0.921724239	0.980983188	1.045681916	0.980729015	1.167786984	1.162139619
PF08_0054	1.027911872	0.973046408	0.972133017	1.033049086	1.022488889	1.018614719	0.950586244	0.96780516	1.033547219	1.016772472	0.974465977	1.204947492	0.973064749	1.010505824	0.809819607	0.968410672	1.098590429	1.101337182	1.089932274	1.00026467	0.998397457	1.17960564	0.33515563	1.060624274	1.04259848	1.023861765	1.083988294	1.035743464	0.983352553	1.03767837	1.021240864
PF10_0104	1.028832428	1.051587439	1.001495588	1.064581679	1.011556906	0.959385827	1.021014417	0.877301564	1.006027823	1.064187811	1.018684042	1.369264719	1.203718411	1.005681306	0.742237153	0.623069681	0.930139402	0.827821584	0.834236962	1.005343779	1.016585349	1.301865454	0.32212649	1.038396622	1.31284707	0.995924799	1.019404845	1.025040735	0.957090685	1.225263691	1.188806957
PF10_0129	1.009436245	1.026185475	1.049928493	1.066272613	1.123356825	1.048892247	0.995068881	0.788238598	1.075515154	1.007712344	1.034357233	1.239280103	0.885415214	1.018673627	0.89533572	0.887416948	1.017393454	0.994270084	1.041615076	0.970023216	0.989755429	1.046833378	0.938037917	0.879907364	1.054097819	1.016715092	1.031348997	1.013918043	1.017703064	0.971909553	0.914655118
PF14_0709	0.952883573	1.080987935	0.981330756	1.063136866	0.83175084	1.28928774	1.080902164	0.677697414	1.202666238	1.003984298	1.029647724	0.855800129	1.048805431	0.857295793	0.853282898	0.938818548	0.828131838	0.830108477	0.872172424	1.003965058	1.098842258	0.964339691	1.317734359	0.85901111	1.36473818	0.961052313	1.294992376	1.151831123	0.756225725	0.99429831	1.00299344
PF11_0228	0.979163043	0.979394896	0.955418625	0.945051832	1.284197444	1.158926245	1.060461425	0.680653769	1.245044414	0.896289958	1.076950418	0.817976734	1.092737189	0.900862381	1.350460786	1.155794439	0.924699895	0.95918984	0.955069239	0.988446668	0.973299489	0.673982333	1.312855045	0.916100025	0.992684968	1.047511438	1.155559798	1.003642952	0.781519956	0.89787986	0.886829289
PF10_0195a	0.779767603	1.010289144	1.471148774	0.897626925	0.893853837	0.968686928	0.92387148	1.281149354	0.766564598	0.884587845	0.983205091	0.495404139	0.829829042	0.974173491	1.587773318	1.453089215	0.921222626	0.995724373	0.952631131	0.885767986	0.847010776	0.573148769	2.130069515	1.31257268	0.9925885	0.921909711	0.877856704	0.856539471	0.882719438	0.694166441	1.003467292
PF14_0247	0.980067688	1.002732618	0.917359146	1.008281103	1.193372462	1.074065047	1.000631199	0.897413371	1.05149915	0.977151758	1.055035701	1.107954273	0.853925028	1.043365201	0.931702043	1.009923257	0.973745741	0.946899834	1.05486666	0.991022528	1.037527501	0.996154632	1.20251458	0.950363733	0.982815149	0.974488794	0.852319253	0.94887309	1.230757443	0.839292646	0.962021243
MAL13P1.154	0.856430723	1.065801541	1.177135523	0.969895937	0.879212843	1.052835266	0.959029988	1.166123998	0.861969366	0.971137584	1.051336854	0.681798071	0.796256586	1.027952029	1.451799142	1.179897053	0.865523492	0.977975668	0.918216901	1.030814524	0.875811786	0.772927612	2.160923725	1.023797989	0.830291827	1.016070395	0.733567921	0.845941389	1.129386042	0.824074883	0.894174264
PFI1245c	1.009965343	0.997814893	0.847524182	0.988487946	1.105915667	0.957972871	1.138065209	0.955783582	1.061084875	1.006743638	0.981477883	0.65138059	1.105754492	1.075103884	1.283691831	1.267293631	0.977422128	0.950929839	0.985568083	0.994659539	0.912523933	0.731420979	1.545480132	1.138990713	0.792745147	0.943323391	1.013580243	0.924638605	0.955345287	0.783554129	0.963615747
PFF1370w	1.000045115	0.987135767	0.929679167	1.030857299	1.063777911	1.019721897	1.033506598	1.012711103	0.989047035	0.97307791	1.027178942	1.161127422	0.865733637	1.017154044	0.942677131	1.024411813	1.069253548	1.062979979	1.050184426	0.981669569	1.069258912	0.963301468	0.737567738	1.011367101	0.921648504	0.982648505	1.005521765	1.000440569	1.05467844	1.05202735	1.007401418
PFL1745c	1.070308047	0.996819589	0.850369485	1.024618675	1.063276886	1.014826449	1.034786659	0.916258635	1.034019073	1.023838966	0.948116233	1.21688452	1.058941974	1.082553503	0.809715022	0.880138841	0.994986296	0.952024031	0.987701557	1.072774405	0.974560759	1.236864403	0.474705772	1.130780814	1.09888191	1.029803133	0.962925658	1.003284205	1.021458558	0.93681324	1.144526554
PFI1680w	0.974331669	0.964683429	0.872973297	1.024604788	1.104697503	1.051361906	1.030651738	0.999526282	1.056152422	0.99194477	1.025335636	1.091098848	0.863250088	1.015836161	1.029797713	0.863495245	0.941357669	0.891227146	0.889198632	1.060368522	1.007330982	1.156152489	1.168929337	0.925716477	1.060861084	1.018060077	0.958715152	0.994695098	0.977854823	0.998197732	1.039015543
PFI1645c	0.998305196	0.95908132	1.202772272	1.033102641	0.964803035	0.966347644	1.022791703	0.914583434	1.018287254	0.956606212	0.974460324	0.924684311	0.950516262	0.893607932	1.18012502	0.918157493	0.896940562	0.955196346	0.893226933	1.097149471	0.996824917	1.122120502	1.234147524	0.910479128	0.97752918	0.999918014	1.114191256	1.030732782	0.872454781	0.994920893	1.072638249
PF14_0034	0.96449136	1.082945479	0.800035964	1.090001295	0.869400544	1.023074569	1.079620033	0.964112033	1.060871289	1.036674153	0.989962505	0.796070592	1.463418856	0.99895544	1.14244462	1.088630916	0.845484753	0.802961003	0.854133077	1.066852104	1.026094095	0.884210181	1.672895666	0.88714266	0.860256399	0.919040766	0.829939914	0.897006914	1.042129368	1.020039516	0.987509729
PFF1250w	0.992511713	0.946095164	0.876298991	1.02397225	1.129015959	1.0669602	0.97089296	0.915994954	1.039123319	1.008689531	1.040564708	0.947742544	0.828224267	1.00253212	1.035941256	0.98227877	1.014715136	1.107779699	1.095816154	1.039087818	0.98378601	0.921409525	1.394685306	0.973236053	0.764931542	0.980705147	0.967152085	0.998775766	1.13261959	0.957336154	0.907364225
PF10_0331	0.990788502	0.984631351	0.934099819	0.930659497	1.187960134	1.091511939	1.030558558	0.898092741	1.076380367	0.940432699	0.969766065	1.168036667	1.102088386	1.066086033	0.807477687	1.023033078	0.961093447	0.92108965	1.018864718	0.946673039	1.032075994	1.091205713	1.03668761	0.980280012	0.876970486	1.041973677	0.995602174	1.001401376	1.077606631	0.96809177	0.894929516
PF13_0350	1.044391892	0.912333421	1.019315263	0.996812048	1.052208186	0.937425893	0.991768303	1.001275493	1.019739751	0.997151785	0.962933251	1.099180257	0.972923596	0.994432327	0.940442829	1.000681018	1.044711001	1.034840123	1.01973279	1.039188808	1.007028009	1.192488702	0.642730133	0.979558506	1.051305386	1.013203639	0.994473919	1.006963489	1.004801673	1.018227054	1.053707618
PF08_0028	1.025150017	1.004090287	1.091568268	0.992831948	1.12379038	1.103624279	1.054050797	0.707917357	1.075709797	1.001595214	1.020624639	1.270435037	0.906435027	1.051747584	0.857173438	0.792473532	0.953294026	0.862772324	0.941864983	0.995506004	1.035309397	1.162761274	0.956507104	0.872302973	1.055256185	0.989963281	0.966061345	0.993824677	1.199988349	0.994544226	0.986744459
PF14_0725	0.805288565	1.111310678	1.104280034	0.694827449	1.203576271	1.016021118	0.76469464	1.446418186	0.829421494	0.794873286	0.971802978	0.667087936	0.882309304	1.085211593	1.17556839	1.324117322	0.946675282	1.186991339	1.062501377	1.017439516	0.852598352	0.80205143	1.827448899	1.085841699	0.935690346	1.035802174	1.046298546	0.889412608	0.843406906	0.836205017	0.800539945
PF14_0545	1.000252277	1.017593326	1.124094479	1.094019971	0.904369491	0.955866993	0.979931594	0.91550393	1.000019162	1.070257308	1.030543913	1.105703144	1.181286707	0.928233138	0.928910648	0.82764169	0.939118907	0.924096047	0.934013149	1.054482971	0.998909517	1.084936764	0.782001831	1.008014315	1.025134479	1.000253324	1.08177993	1.046820555	0.887441955	1.078775191	1.135395311
PF11_0535	0.845833108	0.929716421	0.684400323	0.77842295	1.124076356	1.098877358	1.026108523	1.744623547	0.940900199	0.91186803	0.977626924	1.019845291	0.919418411	1.23373763	1.199093003	1.008213105	0.841208752	0.999634263	0.936779225	0.983006618	0.93022572	1.062981989	1.367610335	1.038576331	0.995755689	0.87945072	0.676946079	0.906329638	1.248088353	0.893236192	0.842684299
PF14_0624	0.98262312	1.011757662	1.247389082	0.831339386	0.945813666	1.137222316	0.901555724	1.007184457	0.831056804	1.055462963	1.053007008	0.600164312	0.778583178	0.87396036	1.569623203	1.24267385	0.906141253	1.097397289	1.03074172	0.865506163	0.932923513	0.583415201	1.774223106	1.097319963	0.855385508	1.015941867	1.158976364	0.939754954	0.91808178	0.830881227	0.96915092
PFF0935c	0.947788258	0.953344276	1.332779289	0.943227401	1.028692873	1.077439731	1.04825263	0.920193634	1.008458575	0.898295684	1.003839119	1.177107861	0.824681805	1.046596477	0.808560018	0.943902289	0.861535049	0.857708467	0.911347565	0.923864449	1.069839134	1.04518372	1.163511299	0.977675955	0.904684854	0.999904732	1.227511324	1.107881919	0.869881905	1.084476391	1.076279933
PFL0380c	1.034190289	1.004042673	1.156690926	1.035147709	0.920199951	1.159762116	1.063993371	0.736467097	1.031493204	1.015411648	1.009363043	0.826310833	0.818761621	0.88400092	1.221715097	0.987323439	1.057539333	1.127350451	1.074893482	0.970943892	0.97287354	0.976864392	1.402903664	0.957001127	0.868023339	0.946343725	0.9615349	0.945576684	1.028141311	0.840784957	1.008600833
PFC0855w	1.056669832	1.096612996	1.109333964	1.072408302	1.031367217	0.969053856	1.071037475	0.831583062	0.97478622	0.994885158	1.007549137	1.159199305	0.988478774	1.007326757	0.816897485	0.814953133	0.857996345	0.903226826	0.915243946	0.993610419	1.021971983	1.103453304	1.209926089	0.900678958	1.000263636	1.034033571	1.036418912	1.060083352	1.024007891	1.018326252	0.962837947
PFL2490c	1.00392563	1.053192102	0.91598582	0.992783608	1.083073568	1.075310222	1.026983783	0.8332601	1.051202458	1.02475644	0.994972559	1.10190707	1.004131658	1.059327969	0.901331241	0.997676547	0.958380963	0.993948953	0.991685937	1.045394042	1.025480817	1.151995283	0.995738886	0.972938029	0.951241038	0.977009628	0.912061874	0.942404866	1.160356549	0.890489762	0.95487083
PF14_0472	0.994560929	0.982828676	0.81998993	0.964512244	1.076518996	0.853045701	0.974792289	1.298386046	0.978433853	0.948307575	1.070571494	0.991290594	0.867168827	1.008058387	1.16593771	1.003595074	0.908779412	0.983131943	0.91389246	0.973874268	0.99332662	0.912231584	1.393924098	0.988410638	1.071320683	1.054035121	0.874869832	0.965939114	1.136620368	0.948408498	0.926038774
PFI0995w	0.946260782	0.883235098	1.158471333	0.886029784	1.041987707	1.152592686	0.842167911	1.211207681	0.918534893	0.894629097	1.059374937	0.810854875	1.136429248	0.955739676	1.093145323	1.055535005	0.940614005	1.02304472	1.030510959	1.067410632	0.990768103	0.876361911	1.489495473	1.012357935	1.028784786	0.945484533	0.657517221	0.861117132	1.279506307	0.728817995	1.064449209
PF10_0269	1.034649538	0.959163973	0.965895882	1.039803338	0.959189685	0.968803323	1.108098464	0.939513803	1.022222602	0.995820491	0.996358611	0.87174008	1.032401718	0.935869364	1.150294827	1.0137352	0.984153127	0.95436694	0.975550846	0.950634185	0.937973061	0.966204139	1.466324956	1.022173792	0.916345118	0.955390535	0.90932752	1.045518859	1.082824243	0.933873072	0.948160293
PF14_0384	0.989635179	0.971087449	1.098529374	1.05729704	1.085750836	0.977674917	0.926195711	0.957346619	0.989873711	1.023139688	1.010319286	0.779037962	0.821114393	0.818084432	1.09605062	1.237192441	1.060181312	1.133926914	1.077094529	1.002290088	0.914226373	0.782036344	1.36312933	1.323874627	0.928437999	0.957112951	1.089851619	0.912984741	0.876063112	0.862332244	0.920393989
MAL13P1.232	1.035598072	0.944128577	0.957685131	0.886901907	1.170387931	1.10818707	0.954719736	1.016267986	1.176704493	0.869172988	0.981511149	0.878916203	0.872412737	0.883095185	1.131863896	1.026330796	0.93318999	0.991738487	0.907302714	0.948926054	1.003685307	0.762696837	1.660946493	0.916895249	1.065125187	0.94633121	0.924005349	1.031006577	1.114560207	1.111005303	0.830511981
MAL13P1.328	0.999752102	1.015511466	1.118332928	0.928475253	1.039139375	0.944279776	1.020872821	1.050730225	0.904650851	0.949999559	0.986600699	0.848443793	1.021304585	1.021365855	1.206530289	1.046171829	0.919628101	1.012676276	0.942276343	1.020405412	0.949016843	0.972922114	1.490808214	1.003782378	0.952317298	0.998235117	0.813346826	0.927226636	1.142605889	0.816734741	0.977138314
MAL13P1.331	0.954328577	1.013475837	1.378124225	1.27777568	0.910844973	0.823174277	1.006762399	1.062039898	0.84966123	0.879150192	1.030100226	0.768066843	0.852031177	1.124232341	1.235986835	1.172475652	0.975566465	1.132305561	0.992469912	1.038024043	0.832799847	0.758384899	1.529585054	1.144574491	0.827619646	0.966370527	0.769363246	0.882112578	1.146452714	0.692374263	1.014848515
PFC0760c	0.975981292	0.967545473	1.005810001	0.971675677	1.112004378	1.024960283	0.987770455	0.989868729	0.994654415	0.964698693	1.031934011	1.2006449	0.81716685	1.068765966	0.869123166	0.945658017	1.101804417	1.069467472	1.08287292	0.985513595	1.01811386	1.176887991	0.88839223	0.992800837	0.882885966	0.999921048	0.944307954	0.968004946	1.130549515	0.908187177	0.963010122
PF08_0088	0.658770986	0.894874712	1.003705339	0.595579931	1.17797154	0.863577478	0.687941109	2.060337693	0.699522524	0.681384211	1.020651939	0.694810197	0.816780248	0.888538133	1.41818126	1.408236218	0.849050196	1.006251205	0.878219366	0.927134585	0.839083384	0.772193901	2.47916105	1.141596279	0.951419452	0.954991138	1.027394219	0.910549876	0.964272916	0.83391543	0.934567191
PFL2070w	0.895212501	1.158084178	1.031990984	1.143075128	0.98979882	1.083614886	0.828281207	0.954207278	1.004873577	0.9662096	1.095269905	0.860485856	0.807467343	1.000091887	0.916425245	1.24626001	1.156631396	1.210133317	1.164475396	0.984067384	1.113579525	0.669450579	1.162815818	1.050051371	0.797304392	0.959543389	1.110046499	0.967927328	0.951621341	0.998071855	0.763480889
MAL13P1.192	0.975309448	0.96159441	1.088605032	0.988942697	1.035851156	0.981344473	1.007451517	0.984116756	1.007187053	0.978527318	0.948497951	0.712042804	0.878782231	0.964299289	1.282598692	1.2333624	0.940304689	1.053265743	1.058449391	1.077691179	0.974286949	0.74032449	1.759827957	0.965427648	0.787903402	0.886965032	1.15579306	0.977262463	0.837090622	0.843388578	0.954024032
PFL1565c	0.925420819	1.024184858	1.059400663	0.86537946	0.951996731	1.033109261	0.956441579	1.182235817	0.908123439	0.934800993	0.984967418	0.869802997	1.059453042	1.091574288	1.060029404	1.223054311	0.932824252	0.989524271	0.908027531	0.937770994	0.968613423	0.855991979	1.040504642	1.014122786	0.988938971	1.123997325	1.026135663	1.03493854	0.972059698	1.066159522	1.050826203
PF11_0269	0.987821206	1.014752637	1.27136958	1.014553714	0.926552565	1.027897029	0.941976106	0.851029474	0.972138364	1.08843576	0.983460406	1.009512737	1.015436437	1.008630653	1.000258347	0.729825934	0.900339547	0.808292589	0.843244062	1.085023581	0.929736997	1.110748962	1.694877468	0.814881188	1.030804754	1.019550046	0.949758736	1.012804008	0.977209207	0.971965084	1.04741383
PFL1650w	0.955696671	0.950946776	1.066271631	0.952931659	0.947212399	0.986600045	0.952575755	1.184204222	0.982735973	0.954747406	1.0377121	0.829339375	0.804684578	0.95152097	1.125939193	1.149621766	1.007626553	1.136723656	1.098223974	0.926146186	1.013254232	0.882416176	1.353116888	1.078368867	0.886707268	0.96592078	1.150588265	1.009759262	0.871326346	0.887145004	0.94020396
PF13_0277	0.988609008	0.980155978	1.039153413	0.968366224	1.076794759	1.026858011	0.977244885	0.975044637	1.023538368	1.002653385	1.00494883	1.074524543	1.024134047	1.030981238	0.990131122	1.003682327	1.008550642	1.005733345	0.95144945	1.013690577	1.051161133	1.005127145	0.976057232	0.944463166	0.911893744	0.992130797	1.068021352	1.004657748	0.91770055	1.012332894	0.990420534
MAL13P1.322	0.990864159	0.995860012	0.921715524	0.945439364	1.060318682	1.0640267	0.990593141	1.025671566	1.005344528	0.943467374	1.006322984	1.038202483	0.890080534	1.016436175	0.956269295	1.111869429	0.964569685	1.062252428	1.005800452	0.966297595	0.962995992	1.099975934	1.034346703	1.026779927	1.030699507	1.015198651	0.897312344	0.95881333	1.142679886	0.982046108	0.927939777
MAL8P1.131	1.0591231	0.956035858	1.02968525	1.053745596	1.015206227	1.007796835	1.109675789	0.82878768	1.033498303	1.012436642	0.985324046	1.137661225	1.383089266	0.929361788	1.080125677	0.675070058	0.860887651	0.754425191	0.800204025	1.038025118	0.988812847	1.224613857	0.955256372	0.837250743	0.972694431	1.039195702	1.00782703	1.082144955	0.946813932	1.045983009	1.18937414
PFF1410c	1.058571196	0.952583546	0.817646158	1.041466964	0.933327832	1.01462607	1.095681917	0.985733051	1.103701836	0.992344768	0.962253431	0.982566128	1.110664508	0.91638681	0.84212386	1.049953547	1.014643413	0.94776671	1.033476457	1.001848415	1.016196155	1.094918589	0.926677182	0.946116924	1.086168018	1.041667103	1.073083467	1.053358979	1.004077215	1.033488017	0.90695656
PFF0630c	0.992661334	0.985343148	0.916408836	0.992883579	0.981061688	1.312110254	1.198252883	0.752975657	1.141837743	0.892590848	0.992505813	1.165765884	1.178115127	0.900588209	0.693743649	0.609767677	0.760892844	0.653487659	0.725223129	0.990089335	1.114621746	1.419711395	0.668793497	0.71008179	1.163347593	0.953318432	1.622953449	1.338044002	0.816059932	1.512913953	0.883801009
PF14_0194	1.063013423	1.001471954	0.984869462	0.930415869	1.072656375	0.980863839	1.082865155	0.934406103	0.953600168	1.011807507	0.948750306	1.089900444	1.22320757	1.123028404	0.769515645	1.021096674	0.978924909	0.951911694	0.945645381	1.008583788	0.936539843	1.20163901	0.690026427	1.146530349	1.047245644	1.004259723	0.884013574	0.969912082	1.067052599	0.854051307	1.162018142
PFL0090c	0.896050677	0.990619083	0.976841055	0.982047181	1.011845233	1.172351839	0.919011329	1.002566508	1.038526003	0.956212779	1.06720542	1.15376099	1.135100985	0.957712179	0.904638617	1.068400126	0.927304348	0.857028206	0.916584804	0.889644715	1.14586339	0.848134323	0.872737371	0.935918144	1.074484084	1.101579466	1.270038582	1.061398184	0.715083664	1.187451451	1.003569613
PFA0275c	1.042592706	1.025731538	0.960009225	1.023429905	1.084787237	1.025141011	1.073195264	0.837943256	1.016139248	1.063497493	1.039194655	1.113341011	0.991901123	1.060768942	0.912395902	0.960905655	0.959673781	0.9145248	0.883714079	0.978326914	0.92216175	0.947453688	1.370913224	0.952189177	1.034287861	1.014168826	0.825404288	0.900136376	1.128599505	0.94498604	1.032153936
PF11_0061	1.014925966	1.013945224	1.030312591	0.983443692	0.897487886	0.972221944	0.943059555	1.080087932	0.944937604	1.015930241	0.977387275	1.050824359	0.990542005	1.006857904	1.005402653	0.918654828	1.006183482	0.987291699	0.970887909	1.01543772	1.000619989	1.082830509	0.889104493	1.053199739	0.981228065	1.057004827	1.050823631	1.064918571	0.968278864	1.03229884	1.033323423
PFB0620w	1.116897297	1.032841931	0.748725527	1.131182401	1.052216486	1.063574359	1.241427179	0.716893365	1.062077064	1.061981173	1.002787898	1.215005321	1.463531751	1.090250759	0.708191417	0.675732693	0.929500035	0.788391651	0.905045625	0.934905881	0.955730504	1.390457112	0.630039566	1.039624846	1.070343516	1.023516002	0.83880302	0.974208816	1.088035689	0.836275044	1.251175128
PFC1055w	1.007585555	0.955426819	1.158855327	1.043235433	1.032089381	1.029483034	1.045187838	0.849392938	1.025415503	0.975191248	1.056695682	1.183573509	0.898820449	0.963099664	1.070511635	0.728156542	0.927471221	0.891091099	0.915081708	0.93375178	1.038289736	1.068071805	1.159890974	0.826557856	0.968101019	1.027717177	0.98098476	1.033853746	1.007170475	1.107457237	1.131063675
PFE0745w	1.006758185	1.039478616	0.917807817	1.063715914	1.070736174	1.012658395	1.009539558	0.934270107	1.064092725	1.011695828	1.038913436	1.109691341	1.017985184	1.03319946	0.942152644	0.885490442	0.995442474	1.044231695	1.022997978	0.945021952	1.021365311	1.034092347	0.968286842	0.881289113	0.976360582	1.022934124	0.978684524	1.014750405	1.078060405	0.982817909	0.914369875
PFL1805c	0.941848128	0.976012074	0.959718466	0.898870052	1.160664712	0.961694984	0.995319628	0.944502137	0.977172477	0.972029884	0.949786134	1.198177463	1.016776584	0.984885463	0.973717915	0.72492282	0.856923153	0.820811507	0.834937853	1.125763209	0.892575908	1.536824778	1.41473066	0.856791103	1.010838903	1.048224274	0.881262858	1.003434573	1.1506842	0.917560825	1.051411783
PF13_0303	1.009938771	0.959329291	1.01794332	1.026290297	1.085427231	1.029859795	0.983929035	0.938331472	1.017042187	0.97287938	0.958539731	0.777974604	1.097909659	0.881883047	1.249783876	1.222559377	0.956283511	1.034379282	0.960863554	0.923729198	0.912000196	0.754372106	1.456452403	1.009768593	1.015760239	0.887871137	0.990828879	1.01033297	0.924516463	0.980685283	0.991295089
PFB0285c	1.071073004	1.014925327	0.952150107	1.019783921	1.077877098	1.057368005	0.983701342	0.824139907	1.068615293	1.019723368	1.021659556	1.115575981	0.895064986	1.030149292	0.946995891	0.998932859	1.068127303	1.024767592	1.092783016	0.916916638	0.997219003	0.979740815	0.812559915	1.041292251	0.956476419	1.000482772	0.956778774	1.01248455	1.095894008	0.981937271	1.003361916
PF14_0478	1.013848848	1.01817625	1.163312477	1.073609151	1.083478175	1.033947658	0.968967687	0.820569386	1.060432124	0.970272883	1.067858601	1.117496888	0.966626763	0.976744502	1.063153484	0.923752386	0.876550684	0.934540571	0.86878703	1.022813487	0.974749595	1.104843826	1.088463816	0.94904406	1.03091386	1.008360065	0.816708054	0.919878478	1.250225106	0.846456494	1.02391642
PFD0305c	1.023703874	0.973472624	0.940076571	1.000517784	1.001137899	0.967249863	1.04938738	0.982964509	1.020910519	0.982690098	0.982021603	1.109079641	1.061454948	0.973335446	0.883934327	0.922485523	1.096095902	0.972780905	0.975693003	1.026526631	1.013009247	1.114088026	0.58059989	1.029692391	1.050010891	1.029499846	1.041839735	1.021509144	0.951937774	1.079417869	1.181344631
PF10_0238	0.861142275	0.895152145	0.986046817	0.91922055	0.907838004	0.962472025	0.877267516	1.458009037	0.937941326	0.887819511	1.016559509	0.842164904	1.083015427	0.93438612	1.217104111	1.170907792	0.978949916	1.045013592	0.976553132	0.906111764	1.130333021	0.764794054	1.414422094	0.98583794	0.834672408	0.976118305	1.174313497	1.020929301	0.776815734	1.149455741	0.946467637
PFB0215c	1.039863387	0.934683409	0.897249873	0.988863966	0.88972453	1.018486494	1.043630212	1.013265002	1.033484258	1.03691588	0.986166262	0.948569124	1.218471437	0.92064149	1.188181429	1.045509714	0.93456108	0.864343942	0.857229064	0.99082796	0.929123147	1.061583123	1.058095294	0.975932145	1.034508453	1.033391822	0.994222996	1.032679575	0.911678919	0.989481523	1.166407323
MAL7P1.108	1.076098564	0.997897623	0.90550368	1.037617842	1.039933243	1.017018024	1.069019205	0.882439388	1.015620872	1.032784426	1.01826025	1.073733211	1.005175173	1.1154143	1.032553744	1.036607128	1.0558755	1.020822712	0.98225781	1.041522702	0.947109326	1.044584211	0.787466661	1.002853935	0.959567186	0.997065165	0.814225036	0.900747905	1.18345996	0.850398043	1.093842688
PFD1037w	1.007062581	1.007839735	1.068728762	0.994651721	1.065849316	1.129487038	1.018347578	0.795090308	1.096819727	1.017048234	1.006538619	1.163057033	0.986031985	0.935551265	0.930677842	0.855642726	0.965184908	0.888167801	0.973322171	0.997170233	1.112475231	1.021163945	0.841618007	0.886577299	0.978769059	1.028650274	1.188169354	1.095464426	0.940494991	1.110374026	0.930590711
PF13_0172	0.825842424	1.043939429	1.129725088	0.842064098	1.06473509	0.847863527	0.798020509	1.389200715	0.780664217	0.845116477	1.054084179	0.743482726	0.875376601	0.989684988	1.113747464	1.308777021	0.916315503	1.16178991	1.006820968	0.900605014	0.900809729	0.841549056	1.758887873	1.1625601	0.901634263	1.164839594	0.898096893	0.975214633	0.987617289	0.91894233	0.88848132
PF07_0098	0.866030002	0.935457646	1.064224515	0.789424333	0.894894961	0.945219955	0.860703272	1.552487593	0.900688529	0.924981286	0.945586904	0.70857301	0.964805534	0.893468621	1.210161214	1.392565085	1.024768684	1.128977166	0.989436229	0.916504019	0.939482325	0.964150295	1.715499481	1.091338478	1.070763396	0.957891421	0.814385879	0.898277474	1.004310787	0.819391824	0.851951263
MAL13P1.315	0.920006942	1.074469831	1.580406356	0.895781889	0.849303296	0.86967665	0.831154063	1.039260658	0.789678541	1.040052257	1.006976197	0.555008028	0.741134987	0.960472977	1.307729757	1.415717401	0.989183992	1.22209458	1.082251336	0.817682712	1.042511917	0.501217002	1.944721666	1.124387194	0.796994022	0.900290217	1.04937368	0.94729164	0.901064807	0.986104798	0.854235334
PFF0100w	0.95170768	0.99203725	0.893493557	0.959130075	1.18785949	1.143025847	1.102288181	0.870135718	1.105001353	0.948077889	1.017295982	0.773788061	0.817084677	1.037374077	1.324106896	1.175722483	0.994398849	1.011952733	1.006608136	0.960290885	0.954954234	0.852518344	1.426886222	1.019578657	1.17893623	0.924838022	0.768752216	0.849465252	1.175092012	0.702579775	0.911201703
